2017-11-10 11:29:47,177 11516 ERROR
2017-11-10 11:33:37,703 1736 ERROR
2017-11-10 11:33:37,707 1736 ERROR
2017-11-10 11:33:37,759 1736 ERROR
2017-11-10 12:07:44,076 9944 ERROR
2017-11-10 12:14:41,085 11196 ERROR
2017-11-10 12:15:42,967 11196 ERROR
2017-11-10 12:15:54,865 11196 ERROR
2017-11-10 12:16:55,400 11196 ERROR
2017-11-10 12:17:28,299 11196 ERROR
2017-11-10 12:17:59,615 9492 ERROR
2017-11-10 12:19:03,183 9492 ERROR
2017-11-10 12:24:00,987 5640 ERROR
2017-11-10 12:27:53,917 7856 ERROR
2017-11-10 12:28:44,368 7856 ERROR
2017-11-10 12:28:51,555 7856 ERROR
2017-11-10 15:27:46,355 7856 ERROR
2017-11-10 15:28:50,926 9924 ERROR
2017-11-10 15:30:41,207 11600 ERROR
2017-11-10 15:37:03,618 8576 ERROR
2017-11-10 15:37:06,855 8576 ERROR
2017-11-10 15:47:21,227 8576 ERROR
2017-11-10 16:03:49,766 8576 ERROR
2017-11-10 17:00:57,161 4104 ERROR
2017-11-10 17:01:54,914 4104 ERROR
2017-11-10 17:01:54,924 4104 ERROR
2017-11-10 17:02:00,114 4104 ERROR
2017-11-10 17:02:00,114 4104 ERROR
2017-11-10 17:02:00,220 4104 ERROR
2017-11-10 17:02:00,220 4104 ERROR
2017-11-10 17:02:00,618 4104 ERROR
2017-11-10 17:02:00,618 4104 ERROR
2017-11-10 17:02:44,960 4104 ERROR
2017-11-10 17:02:44,960 4104 ERROR
2017-11-10 17:03:34,987 4104 ERROR
2017-11-10 17:03:34,989 4104 ERROR
2017-11-10 17:04:25,023 4104 ERROR
2017-11-10 17:04:25,025 4104 ERROR
2017-11-10 17:05:15,059 4104 ERROR
2017-11-10 17:05:15,059 4104 ERROR
2017-11-10 17:06:05,101 4104 ERROR
2017-11-10 17:06:05,101 4104 ERROR
2017-11-10 17:06:55,151 4104 ERROR
2017-11-10 17:06:55,151 4104 ERROR
2017-11-10 17:07:45,197 4104 ERROR
2017-11-10 17:07:45,197 4104 ERROR
2017-11-10 17:08:35,240 4104 ERROR
2017-11-10 17:08:35,240 4104 ERROR
2017-11-10 17:09:25,282 4104 ERROR
2017-11-10 17:09:25,282 4104 ERROR
2017-11-10 17:10:15,319 4104 ERROR
2017-11-10 17:10:15,319 4104 ERROR
2017-11-10 17:11:05,351 4104 ERROR
2017-11-10 17:11:05,351 4104 ERROR
2017-11-10 17:11:55,394 4104 ERROR
2017-11-10 17:11:55,394 4104 ERROR
2017-11-10 17:12:45,433 4104 ERROR
2017-11-10 17:12:45,433 4104 ERROR
2017-11-10 17:13:35,490 4104 ERROR
2017-11-10 17:13:35,490 4104 ERROR
2017-11-10 17:14:25,523 4104 ERROR
2017-11-10 17:14:25,523 4104 ERROR
2017-11-10 17:15:15,573 4104 ERROR
2017-11-10 17:15:15,573 4104 ERROR
2017-11-10 17:16:01,861 4104 ERROR
2017-11-10 17:16:01,861 4104 ERROR
2017-11-10 17:16:01,904 4104 ERROR
2017-11-10 17:16:01,994 4104 ERROR
2017-11-10 17:16:01,994 4104 ERROR
2017-11-10 17:16:02,030 4104 ERROR
2017-11-10 17:16:05,609 4104 ERROR
2017-11-10 17:16:05,609 4104 ERROR
2017-11-10 17:16:07,576 4104 ERROR
2017-11-10 17:16:07,576 4104 ERROR
2017-11-10 17:16:07,615 4104 ERROR
2017-11-10 17:16:07,687 4104 ERROR
2017-11-10 17:16:07,688 4104 ERROR
2017-11-10 17:16:07,714 4104 ERROR
2017-11-10 17:16:40,289 4104 ERROR
2017-11-10 17:16:40,289 4104 ERROR
2017-11-10 17:16:40,365 4104 ERROR
2017-11-10 17:16:40,424 4104 ERROR
2017-11-10 17:16:40,424 4104 ERROR
2017-11-10 17:16:40,448 4104 ERROR
2017-11-10 17:16:55,650 4104 ERROR
2017-11-10 17:16:55,650 4104 ERROR
2017-11-10 17:16:59,734 9740 ERROR
2017-11-10 17:17:07,881 9740 ERROR
2017-11-10 17:17:07,882 9740 ERROR
2017-11-10 17:17:09,042 9740 ERROR
2017-11-10 17:17:09,042 9740 ERROR
2017-11-10 17:17:09,279 9740 ERROR
2017-11-10 17:17:09,401 9740 ERROR
2017-11-10 17:17:09,403 9740 ERROR
2017-11-10 17:17:09,434 9740 ERROR
2017-11-10 17:17:57,927 9740 ERROR
2017-11-10 17:17:57,927 9740 ERROR
2017-11-10 17:18:13,359 9740 ERROR
2017-11-10 17:18:13,361 9740 ERROR
2017-11-10 17:18:13,394 9740 ERROR
2017-11-10 17:18:13,448 9740 ERROR
2017-11-10 17:18:13,448 9740 ERROR
2017-11-10 17:18:13,474 9740 ERROR
2017-11-10 17:18:16,417 9740 ERROR
2017-11-10 17:18:16,417 9740 ERROR
2017-11-10 17:18:16,446 9740 ERROR
2017-11-10 17:18:16,503 9740 ERROR
2017-11-10 17:18:16,503 9740 ERROR
2017-11-10 17:18:16,528 9740 ERROR
2017-11-10 17:18:24,168 9740 ERROR
2017-11-10 17:18:24,170 9740 ERROR
2017-11-10 17:18:24,210 9740 ERROR
2017-11-10 17:18:24,302 9740 ERROR
2017-11-10 17:18:24,302 9740 ERROR
2017-11-10 17:18:24,338 9740 ERROR
2017-11-10 17:18:26,328 9740 ERROR
2017-11-10 17:18:26,329 9740 ERROR
2017-11-10 17:18:26,483 9740 ERROR
2017-11-10 17:18:26,535 9740 ERROR
2017-11-10 17:18:26,535 9740 ERROR
2017-11-10 17:18:26,572 9740 ERROR
2017-11-10 17:18:33,647 9740 ERROR
2017-11-10 17:18:33,647 9740 ERROR
2017-11-10 17:18:33,678 9740 ERROR
2017-11-10 17:18:33,736 9740 ERROR
2017-11-10 17:18:33,736 9740 ERROR
2017-11-10 17:18:33,766 9740 ERROR
2017-11-10 17:18:47,970 9740 ERROR
2017-11-10 17:18:47,970 9740 ERROR
2017-11-10 17:19:38,000 9740 ERROR
2017-11-10 17:19:38,000 9740 ERROR
2017-11-10 17:19:43,305 9740 ERROR
2017-11-10 17:19:43,305 9740 ERROR
2017-11-10 17:19:43,335 9740 ERROR
2017-11-10 17:19:43,394 9740 ERROR
2017-11-10 17:19:43,394 9740 ERROR
2017-11-10 17:19:43,427 9740 ERROR
2017-11-10 17:19:48,480 9740 ERROR
2017-11-10 17:19:48,480 9740 ERROR
2017-11-10 17:19:48,510 9740 ERROR
2017-11-10 17:19:48,582 9740 ERROR
2017-11-10 17:19:48,582 9740 ERROR
2017-11-10 17:19:48,617 9740 ERROR
2017-11-10 17:20:28,045 9740 ERROR
2017-11-10 17:20:28,045 9740 ERROR
2017-11-10 17:21:18,078 9740 ERROR
2017-11-10 17:21:18,078 9740 ERROR
2017-11-10 17:22:08,111 9740 ERROR
2017-11-10 17:22:08,111 9740 ERROR
2017-11-10 17:22:58,144 9740 ERROR
2017-11-10 17:22:58,144 9740 ERROR
2017-11-10 17:23:48,178 9740 ERROR
2017-11-10 17:23:48,180 9740 ERROR
2017-11-10 17:24:20,592 10028 ERROR
2017-11-10 17:24:26,094 10028 ERROR
2017-11-10 17:24:26,095 10028 ERROR
2017-11-10 17:24:27,276 10028 ERROR
2017-11-10 17:24:27,276 10028 ERROR
2017-11-10 17:24:27,492 10028 ERROR
2017-11-10 17:24:27,546 10028 ERROR
2017-11-10 17:24:27,546 10028 ERROR
2017-11-10 17:24:27,572 10028 ERROR
2017-11-10 17:24:30,490 10028 ERROR
2017-11-10 17:24:30,490 10028 ERROR
2017-11-10 17:24:30,526 10028 ERROR
2017-11-10 17:24:30,592 10028 ERROR
2017-11-10 17:24:30,594 10028 ERROR
2017-11-10 17:24:30,628 10028 ERROR
2017-11-10 17:24:32,917 10028 ERROR
2017-11-10 17:24:32,917 10028 ERROR
2017-11-10 17:24:32,957 10028 ERROR
2017-11-10 17:24:33,221 10028 ERROR
2017-11-10 17:24:33,221 10028 ERROR
2017-11-10 17:24:33,249 10028 ERROR
2017-11-10 17:25:16,130 10028 ERROR
2017-11-10 17:25:16,131 10028 ERROR
2017-11-10 17:25:57,094 10028 ERROR
2017-11-10 17:25:57,094 10028 ERROR
2017-11-10 17:25:57,127 10028 ERROR
